cpf,NPS
07321464458,10
93699951618,10
79335055700,10
38573680121,7
19236037607,1
81187233307,10
51040961495,3
97315391150,1
49830748219,10
07365118903,6
39406557835,5
20190432209,2
30233324798,2
07392013521,10
46212760268,4
50826112323,2
12616324865,10
88995729848,9
93762974586,10
49303646800,10
71912038110,4
87692082804,7
32308981334,5
88158814417,4
58220673281,10
31829716891,10
15724500027,10
00015291103,8
37178509031,9
25561844423,7
21829987488,4
78122489095,4
56708670097,5
90043655165,2
58482669133,5
36248355053,9
54296080768,9
06336998703,5
95098221080,4
40164818804,3
04428773820,10
36381643226,6
12694289428,10
64203625807,10
63144170666,9
46255402673,5
35582430130,9
76464489828,6
80315388838,3
24527905082,10
40433335360,6
84951632179,5
11978718020,3
93391373296,3
65306011985,4
87561786891,1
80023009128,4
56182980311,6
65774491633,2
09365952050,2
14911894105,10
84336875065,10
92632239982,9
82137455668,4
11404288619,7
05053766606,2
08112600384,3
08356691060,3
62715312377,1
45506882629,10
91776829395,10
84401348001,7
87354378801,6
26033591003,7
15709085910,7
91449207413,4
92699969990,9
64899718446,9
28596932542,2
91408499371,9
23123426696,6
98069087242,5
61760723444,3
83893595376,4
82804056155,2
29965082626,10
95826418605,8
96561308719,5
61238595103,4
43468239475,9
84002730018,8
86966101648,4
83113950040,5
16809414967,4
15076283903,1
76205344076,1
77794620724,10
26629250869,4
17760299176,2
40688413307,2
37312552358,2
56178170351,1
21192061390,6
63852778956,4
56133718498,5
44902950227,3
64801644074,2
37341678178,9
27782210267,8
17982134866,2
62985797373,3
63831828547,1
60539707945,3
86617706706,9
36820506805,8
21223552128,10
65058714620,8
92182192514,2
96790898433,10
36998480270,10
20509386911,10
48424959876,10
81145788742,7
07152386714,7
67382097463,5
61917798792,6
68299687209,5
25893708571,3
80623504014,2
56695790035,2
12482554454,8
28679632570,9
94232894608,4
33891562403,3
15285725640,10
29269335844,7
95138186590,5
50784685010,9
95744303405,4
91891179721,4
20385934009,3
15364154726,2
15531325991,3
36781367536,2
00942141075,10
52769819810,10
78092704511,7
23888562210,10
58660598601,6
78744227590,8
85485965547,4
94282491140,4
65020002402,4
53931321584,3
51305570855,4
36821444803,2
89669972795,10
36774620299,10
58254318379,10
28123123949,9
20491060173,5
83647238716,3
50827681747,2
22577545819,2
47262905252,7
91876831642,5
08271721763,8
33739920521,7
22299936238,2
16591438882,2
23255398304,2
58446177706,2
32643095480,2
49791279918,10
70292712030,10
53978713705,8
52988322023,7
12560832089,7
04879788899,3
97535852335,6
86003044314,4
61995171565,10
23910292925,10
50143748327,8
09309671351,9
97191260270,3
21321767285,7
01911166107,3
22019072505,4
87339304908,2
36653802787,1
48124211442,10
08682509539,10
22946209334,7
55610399548,3
29701371275,4
43658585641,2
42304120296,2
70615927378,1
87402990745,10
16690632245,10
48155420310,8
40301095604,5
79756491558,3
79554623437,3
71247601005,5
80181030624,10
83176417241,9
68080815739,10
12901507107,5
38067130736,5
35104584780,4
43621300988,8
62588576630,1
94703180561,10
33962746609,4
62159183261,7
70004666186,4
45901107926,5
77140049327,3
88194905362,3
15204998098,1
94976987396,9
13797166915,10
84166123742,10
40779433297,10
56238994983,10
91970142650,8
20370878299,7
11602041873,8
13599898979,7
72117088910,3
48018644810,9
22175883973,3
78570820070,2
48067571287,4
36914961131,1
28794296847,3
82769704001,3
95314196123,4
56078327402,10
88356517940,6
62409649645,4
68349604735,4
84217028580,2
16225936424,2
88208934879,10
68839062408,10
67287991683,10
09114131978,10
35923613336,9
76052304510,5
88165025414,3
47241916514,8
03440966100,10
77182498910,5
80880678208,2
14174681309,10
59266486965,9
89396987468,4
86941559403,3
50119292050,3
75360511745,5
16039886374,4
65362189492,2
55906700048,4
99424894287,2
04664896689,8
76056420400,2
56577580995,9
74533890628,10
23546622626,10
54016599547,7
30062212222,6
42767746246,3
59160112450,3
11584886021,3
08017986718,3
78231299572,10
70472642642,10
12120384363,9
75365968042,8
78525482455,6
21838545450,8
00644547545,2
23112327462,4
89791776318,3
34272038834,10
62175080102,10
96304530617,9
93588249303,9
53400181641,7
77848165299,8
44454460841,2
38517993721,2
81053912870,9
78848699936,10
69882904513,10
79271472420,6
63019864232,3
42383972827,5
33912187037,2
62932880926,1
83221010230,10
32001867638,9
61008987646,9
10814356150,7
40384531970,8
80746823584,3
46951003041,6
76205459647,5
71500666661,5
41106541146,4
34078516939,4
94970890587,3
83668348243,9
68999626911,8
70838688837,9
91787915026,8
59625719750,6
60932012604,10
57898260406,10
18095217506,10
58517774191,9
27469211896,7
82419962680,2
42229758934,9
17045421893,7
54570568211,4
09225709064,10
01635640784,10
23247282815,10
95400178820,8
22473126160,9
68507105831,5
01195092709,3
11526105381,10
70923007113,9
69500741822,7
94854329840,7
76989365200,5
94471619870,3
27348131069,4
45025896320,0
21743574886,2
35268064894,10
60673983463,10
48838425337,1
64628055017,2
77406579560,4
51562392000,8
90855107405,4
09131117830,3
61902547640,9
02206953501,10
41201227518,7
95002601588,6
15325947982,6
50740717391,7
27980595009,1
31006493468,7
03910452027,7
36089411850,5
49135992832,2
55359520523,7
61006799060,4
06968018683,4
77403784294,3
33944953096,10
06776255024,9
32501736575,9
42624178406,3
29029233419,10
51100906029,4
53088684337,10
02116673232,7
90457598883,5
75921299650,3
42603362070,4
27558214777,10
70920711510,9
23802362160,6
92158189797,7
05916118643,7
38558819521,6
97721688043,7
05378931800,5
69289728400,10
54018227230,10
00283948280,5
32204144789,2
43281165923,8
93020203040,10
42322775282,8
13530281603,2
50646300504,10
93777569100,7
98321029108,4
61746902965,4
83104384193,6
96622913188,7
67080568528,2
66706362107,4
98655049441,4
44076634993,9
33965049682,10
27322626176,9
14243625808,4
54218808775,10
99196234156,8
99643385388,1
24725058335,3
33430311519,4
87605457634,10
94757694555,10
35365974670,3
69861634282,3
12545080900,10
59481526933,10
25596647209,9
13074235900,9
14261404877,10
93326145470,10
30796373132,10
00817852247,6
11587184540,3
23542687421,10
47017320875,10
65237772943,6
66563370152,3
40052781089,10
55800027269,7
21425731694,10
09439136839,8
17203136957,7
55286209297,10
97352595325,8
32227393823,8
99204573538,2
32366185073,2
76108708204,10
69718236058,8
10712615849,9
38821764826,1
46735742222,9
33222801959,8
44258922242,4
56062953503,10
06373118096,7
46741307516,8
38418520175,10
36260846398,9
97561547056,8
55491215147,9
64119556468,7
09196939540,6
78752070298,3
04262019730,10
12124139380,7
69678976080,8
98731267750,8
31922760706,10
59889786575,8
33943191605,4
54308952379,3
12021915093,9
57644974776,4
00026876400,3
48676497915,3
74163656006,10
45006355301,8
73096496994,8
27711952910,10
63530597015,10
25512827642,2
36431594800,10
98959654604,9
63454434416,7
14916999304,5
93449743902,2
46408822380,10
09586297306,9
98894132137,10
09720217014,3
75485346553,7
57922030088,9
44964612937,6
39002512155,9
37565896330,10
59570861932,5
93145843486,9
56631138868,4
50342362224,4
03347424638,5
31043796886,3
68008529458,2
69021774143,9
74304350250,10
38502289403,4
66527523360,3
28293020288,10
56913303068,10
33467711642,10
75076279930,8
55302453070,10
12398472388,10
03420284721,10
19017222441,8
05076487142,4
77546199204,6
40658387200,3
72581225912,3
09566844832,3
23733791207,1
12110187840,3
03586901704,8
07403925149,9
99945295101,2
71222764300,10
38722054200,8
21626549621,9
33083344457,4
70488789915,10
50470205920,10
68519537731,8
49266329509,9
63427775275,9
25920616571,4
81292059206,3
29411563058,7
29559636316,1
72629420698,2
61549808508,3
13313800491,3
98321122140,10
21548158208,10
68687640145,8
91854880624,9
44200629836,3
77873585646,2
64641962359,6
42192622104,1
32041042907,8
48314789119,9
17972699925,7
94981283164,3
80036660230,10
00053285352,9
86310505203,10
43838058259,4
69299007616,4
86276332828,4
38963376109,5
85186267147,2
36841013204,10
82339218829,9
35279187526,9
06776106533,8
92088143190,3
92797617819,3
15969838411,3
57202665697,10
86295912508,10
73498992546,10
53946074278,9
99074729649,10
69417996762,6
08089747426,9
85994641839,4
39841673428,3
78536988100,5
64980445004,3
92860521038,9
26270664802,10
90082484503,8
81308898380,9
05748839911,4
74185630271,5
75000305680,4
61995305600,5
41849378452,5
67908701809,3
72600136568,1
10344442985,2
90674568613,5
52406221598,4
59967256222,4
22190533422,3
70474764826,4
45593965234,4
13835071203,3
45531290004,2
36221173205,2
77264883957,10
58558522960,10
42525161882,10
57591710540,8
08054914733,7
74473535231,9
47841715927,9
49734493000,7
53788033142,6
83611338958,7
26087882898,4
15278730480,2
86251521716,4
46535378012,4
18915673492,10
46717762942,10
69143362966,9
99466450921,5
99900108973,6
85739083516,2
21189684420,8
24648849957,10
79572857592,7
95828190229,6
21797891227,6
48839717080,2
59844514339,2
67286811240,2
30388568194,10
19397814508,10
90099217783,9
90552866997,10
33515880704,10
05326011905,6
39103829758,4
42551360927,4
08581810454,3
50243736185,2
58736627119,6
35896933550,5
39005856106,4
54731566304,8
97925511664,3
43690283701,1
72702896626,2
60534281672,10
44161019700,8
53584640504,9
10388027339,3
04276362806,4
14447189321,2
95309690662,2
76490922835,3
84987455196,10
35872717474,5
30688116434,4
03439881865,3
73877583369,3
36477041308,4
09091538686,4
02826254294,10
04123190553,9
77204410017,8
79419324583,8
38109794149,4
22487098708,3
26496322597,3
17422404370,5
26118900302,10
46861630721,8
02867202051,8
09536621959,5
53689005701,6
79500173255,4
59007397168,4
30722113889,10
69087167245,8
21045461768,7
19281707497,10
43602344223,7
25216025235,5
39412094426,5
77269032602,3
55132761780,3
94802455909,4
85160211900,4
15891268663,10
49864786806,9
62376008840,9
44740837846,8
19190749960,5
21640069844,3
36923534801,3
48647082150,2
39865462273,1
02123720500,9
50330000802,7
86346739107,4
90088991164,2
41600916953,3
23273798904,1
79060854853,3
18674630081,10
09984336166,10
13711815197,10
98545829493,8
20340153555,9
34660756963,7
99449466726,7
20108240240,5
81822387906,5
40262085836,3
17452735307,9
64235700430,6
12918285161,4
81612559034,4
46100792320,10
04660012824,9
38271012398,8
29615120421,4
85076653492,4
46042276328,9
46019153096,10
57347243513,3
86176822564,2
12726708641,2
66562241995,3
76878494770,10
71290350051,10
61848974205,10
23543404601,2
68212156427,2
95254920602,5
44111973833,2
81827306351,9
43594882110,6
88496806600,5
40511021224,4
54341230182,3
60498603784,3
21860032010,3
31978999038,10
11400347157,10
31719786011,10
16259084153,9
94785501103,8
37535821073,6
72887807242,2
79037161669,3
08819722313,2
99647718357,10
75307681070,5
24808557835,3
00244323690,2
22169069640,3
85746706779,3
51691395277,3
15016426180,2
07033508468,10
24319839277,10
48481300420,7
16910530233,5
15167586410,6
63395348130,7
10501476423,3
27896157306,5
85512817710,3
51239597851,10
15542609732,7
23602446557,9
46772051750,2
10730871584,10
64783703132,10
75438027404,10
14857260263,10
92546862715,9
28840766464,3
20763271349,1
53867625913,1
23868790624,10
04886932096,6
55340508960,4
27396159733,4
64053567017,3
78977554284,2
61903842263,3
73627320239,10
22711175774,6
69171620435,8
29851448680,8
98305216993,5
03922026974,6
80142647110,2
06801770357,10
16370500461,9
93326724403,7
69317294707,4
63808390620,2
54025998580,2
19393272700,2
28129163543,9
04960266740,10
65272845358,9
97499507041,9
88640675660,10
02080192949,9
02215439025,8
44890932259,9
53332023543,9
10255501960,7
35450369875,8
88439333293,7
43629620850,2
05983124471,1
12907596500,10
99920123749,9
63177495408,10
21062941900,8
37591922629,5
71317536290,5
64752864606,3
12096173078,2
09928452466,3
03211535535,3
05143219116,10
43087797235,6
47925422190,4
88345819206,2
04877067655,10
93332998668,9
51590257820,10
46408585825,4
83825672662,2
20846729296,10
54355196240,7
82225018286,9
56247286384,5
94201223442,3
14992900984,3
66270266009,4
45095632136,10
74003910117,9
93353892265,7
24711936092,7
06082770536,7
64616076251,2
64385009503,4
37234617604,5
23133610988,3
44164231602,2
54413727703,10
68576063409,7
94290461794,9
55188701758,5
99932420204,4
48374441720,5
23456538685,4
94790254852,10
53626890457,7
72386410030,5
95385574252,5
16435990034,5
93781460401,7
76143788499,2
43706618702,9
56467263600,9
81541858905,3
90027729125,4
08450786070,3
43566050393,9
37469833048,9
67730671891,9
22266794132,2
90878865357,5
85906739602,4
34289876080,3
55049221781,4
04861867096,9
66320162945,8
07399289107,8
98271826506,2
33717086405,10
94269420332,9
98313549076,7
14599670626,3
92195873000,4
54982438803,1
43021781675,10
78066431503,3
89016492844,7
15037017009,3
92640703030,10
88081726276,10
82968244850,9
50072889500,10
92741168024,7
69196127635,3
62080820303,2
91702634426,8
43596245818,10
70120424274,9
53690912342,9
75302849755,6
60396702406,5
36524055365,5
64818754048,5
36488215981,9
77385466206,6
32360667920,5
98649125930,3
49722042904,4
86226992000,3
66617996259,3
35699929932,3
83358768864,9
77792560490,4
13482084904,7
31539839176,5
22600014403,5
07629143001,7
49134103856,3
97528720933,9
98656422472,6
05920823500,7
30976691914,8
48962980550,3
68201753020,10
79661869545,9
72404347454,7
12531379517,9
61007773200,10
17503619228,4
02599919371,10
87337034261,10
44474890400,10
76078623583,8
10765191725,9
08517328957,2
51456340999,2
18580558140,10
15744965300,10
91607700409,2
09304541891,10
40398221880,10
03966203880,8
58864078800,3
02652951653,10
46933356221,10
30397440898,10
80670898767,4
09201991860,4
43113266106,4
15848580529,7
26321196002,4
47220539797,8
07745447089,3
82317146183,2
99539467608,10
62623596050,3
53026184004,5
25787036808,5
60506306666,1
36050281602,10
40989103900,6
09120302592,6
20945237561,4
97953192640,3
00986027561,10
74544920531,3
48944538190,9
18081896554,10
58344566266,5
29521797002,3
56603616254,7
48607047205,4
66023515835,10
50153017317,8
16715605823,9
79052244146,10
33954794047,10
64531579003,6
57191898666,3
64693656127,9
83359748700,4
68057023724,10
71843019272,7
20956733360,5
29732396482,2
40282532684,2
76992427776,5
39238520291,6
32091401625,8
93328442324,4
47199829051,3
75515452631,10
07569991389,9
83100643305,8
22622777701,8
33168066443,6
70703850300,5
60595298443,3
24107402789,2
40675826764,4
62590620012,10
36385646149,7
49745979309,3
18399798444,4
91498609929,1
55049326613,10
43223946128,10
21289811580,5
94853400109,2
27622398420,3
74225678725,4
18882237826,10
87058416826,9
06134956406,10
79984605809,5
67949638338,4
09723610817,4
09261662048,2
16555786426,1
57865557558,8
12476400009,10
68758682457,9
05166545192,8
22444189957,3
74023386812,3
60835701743,9
03630944230,3
38602050801,4
98309413459,3
90961979763,5
97245284130,4
35694804538,5
07356748096,4
95739405904,4
80260294454,10
20315892536,9
84907342080,4
31977748686,9
75951418690,3
48230882983,4
58684196260,3
33260586911,3
42767483130,9
73066293106,10
51817882465,10
26559469875,9
90623272300,7
71798902273,8
37900654801,5
70847795403,4
17675539869,5
18890737840,3
15915790828,3
94589626845,5
38488763883,9
02076123903,4
61219051829,2
81298861896,2
20706690176,10
07923729808,9
26893348606,5
49703506712,6
57896833557,6
57077312372,6
15550570556,3
21879938413,2
44045883134,10
14147012337,10
50368715612,7
89109779736,7
80234456850,9
44679403675,5
64016329507,5
73783159741,2
57292731856,4
68302915858,4
54233241659,3
51854839624,1
60734467486,4
62159584177,6
74916170504,6
02218169843,6
14134476003,5
94837740200,6
92864330261,5
65099621872,6
36677196631,3
66102563492,6
20222349956,2
80137683685,4
75901779118,6
52446144012,9
92335174622,4
56426018651,3
37263199564,3
69559227777,10
64149003890,9
50255134487,8
48672288343,10
90473314517,8
46157493259,6
51149788704,6
95312040983,3
54377661817,4
30858001829,9
73143915137,9
14367862151,10
07818710930,3
68564257084,4
68026933133,6
54230600283,3
30286550555,10
22411420692,10
67015145960,10
92016633824,9
22224005385,6
92220562050,7
19011348494,3
33913325220,3
86132394559,3
64523428603,1
44976024946,1
86634209510,3
36773498503,2
29735615231,4
66559147606,2
25380966420,10
14753369501,9
24746653585,6
38962985349,8
24367924106,4
57127638349,5
54346858651,6
39061682479,3
97939981641,5
15381168390,4
71030737240,5
60720148952,5
67808264997,3
31214639429,3
76254292610,5
45633917278,2
99403694840,2
11266497161,3
96706833517,2
39101612514,5
90163994960,4
01333443714,7
67348140920,4
84101679304,2
01481160435,4
99100420298,2
88661680174,1
99034213463,3
85484203597,2
31607917939,2
13860157175,2
17132194097,10
24702881426,9
11287452752,8
19367857659,5
46391381054,3
74916194284,1
32154013120,1
53506962620,10
16845525242,10
74102547185,8
79899488500,8
66948993001,8
05195675600,6
35584227161,4
72662565004,9
46070014499,9
13068624002,7
87100668964,4
04172820794,5
62381152202,2
32822282447,3
08475283594,3
99940041071,2
84791351150,2
35053572275,9
89206415794,4
80978302800,3
01041945370,4
41952814405,3
78674280200,1
18893063557,3
78037891291,9
13974369996,9
05585575970,10
94084290602,6
96904528940,6
86061065698,5
73374570143,5
65276136874,4
14980253075,1
84376992909,10
64447725088,10
84232423400,7
80041724151,5
55369158517,3
57490627915,3
60242570313,4
33295945276,5
31582863008,2
40296629944,10
17217429218,10
20416782167,9
53926693797,7
06325031300,8
92804850242,6
20619019301,4
33593797135,2
90000295620,4
16225647155,10
85594079955,4
23045323146,2
67781456416,3
74370194504,1
39117766672,2
50527612014,9
92815780690,10
19022311635,3
78706763570,3
32237185913,1
21268485667,5
37114294328,3
00037539809,1
92313246590,10
98669327880,5
41783765941,8
15382011435,9
06526642616,4
73512724507,4
53375656998,5
76487849634,2
22494510449,4
62506929673,3
56851206218,4
76729350970,3
79344212902,3
14650223415,3
77804579748,0
25184070303,1
39821478247,10
33720945146,10
67670636300,9
28630112271,10
00848426444,3
83336796091,6
82896713697,1
05494692060,2
85649013233,3
49519350071,3
11546175806,4
08038890469,10
41040431500,10
66851353873,8
14837475574,7
80309016827,9
56471778406,5
01902716981,2
88371611587,4
86686119920,3
76759833279,4
61705058345,4
53458195645,9
57285353302,8
99824266216,5
17758015867,1
46687930354,3
02853272753,10
66983451562,4
02528546165,4
30873089782,2
20738277720,1
71184252734,8
86309007173,5
21024234410,3
73057771963,4
61997165902,6
65667640970,10
96833440034,10
95224265398,10
79322191406,3
39070547333,3
60157911527,7
01016260024,10
80265893437,10
75978335478,5
88357192165,8
49679146324,1
86643203147,3
72665282402,10
68549272426,7
00020860188,8
46051908560,10
43271630313,5
35636930135,7
00090899342,10
18781048025,10
28354158900,9
29093043706,4
66136628015,3
81226815901,8
47470531157,9
05833096740,10
39798421850,7
91426937644,6
50167671812,4
77628836305,5
68850162766,3
62922666727,4
88093761616,3
52289890723,10
49935981223,8
55977726511,3
97640838541,8
80501417133,6
65789391214,4
95651887105,3
14860050045,3
92449287876,10
75703029317,4
01125018690,7
07429069576,4
22233693167,2
80620073080,9
24266249730,10
53740571462,4
46956740680,4
87354453439,5
51466886560,9
83483483527,10
86267366499,7
85320775873,4
70894326961,9
83443695841,4
05045050923,1
28467200707,10
34293907700,8
37295450351,4
80162585144,3
50204502861,4
14353127918,9
43379531162,9
12359042610,10
52742866230,8
51085738396,3
85545146024,10
91935117440,6
55537062704,3
28167337421,6
61215756208,9
64126084860,6
18762099094,3
69319630313,7
99516704581,10
05998226780,7
31234388804,10
04851420234,10
59364502876,8
23134275520,8
76729911590,2
49044318390,10
43695310200,10
97711506260,7
91792651708,10
32816291057,4
87392219898,7
36915737626,3
71052987745,8
07459915300,9
04450020260,6
68387890359,8
45029586709,3
60304093440,5
67541823694,10
88101382798,2
21051334608,10
01842201301,9
88253208332,10
16816360346,6
89173690732,9
89476720093,2
05214107030,5
71634850858,10
95123708596,10
11919445498,9
56972965500,9
61927671302,9
77188626316,1
95612667841,10
30557371309,6
88740223442,10
61446627667,9
33041176106,9
42152483103,9
96863647060,4
46568969850,9
70368830063,8
48379363183,3
59229127043,4
65934104039,2
62911872215,10
82471830137,8
81796075779,7
89849749946,3
79905221794,10
11486565883,10
18981061777,3
35631631202,10
97557261607,6
94963788110,9
19389990610,8
82013071604,4
75321633690,2
13179854944,6
00490372937,3
54585835660,2
39981274372,7
92255174162,3
92581476265,10
12360186302,10
99454138480,9
53156309354,4
07968590949,9
64598724064,4
89921773569,4
16681133924,7
73670721703,8
34024222473,9
19830632318,10
65401814429,3
42484202440,10
35094765140,10
18615640904,7
94147539823,5
91370542445,4
51908261129,3
03565942975,2
92023766621,10
96922953380,9
86194118377,9
90934242461,9
06628346315,6
34889334319,3
75186694045,10
86542438211,10
69285507409,9
35095288915,4
59470396995,4
64535917663,10
50471883026,9
09954288759,3
34496686686,3
79899470643,10
17069014961,10
71103847139,10
56756650564,4
18860167477,3
49234359682,10
98504505685,9
69375402487,6
28617892552,6
71402503830,3
57626481682,5
38493680680,3
35853010107,9
27896951991,9
30485277530,5
86703656266,7
03634443944,2
46896331852,3
12335761781,5
07317445789,4
76262636773,2
85089897760,10
47594434870,7
52953774076,2
37676874025,1
42076751408,3
97534115701,10
33099000965,10
40656582332,4
44538565393,2
52326600045,4
47091103440,2
95611998909,9
96511815838,8
37466144730,6
76186870480,4
79666829002,6
52565995008,5
89142330220,1
92764054700,10
39862214090,10
51318660491,5
74733891490,7
78524744200,3
03594410250,4
38735186607,4
47741313509,10
18302585327,9
46581539805,8
85217895560,5
99098412823,4
65581675902,3
23831934886,8
91800381409,3
63429242100,7
95973091228,9
18527341166,7
46133155574,5
30153030402,3
40778110907,2
65984557665,4
63454182930,4
91269945262,4
06419106141,10
66910082273,9
42168268223,9
21756269971,7
62083479122,8
00593257200,4
28703220036,1
74859724305,2
87129514558,3
20580286002,6
60480224099,9
65474769520,3
09041898565,8
66430165507,1
62388788862,3
76569931342,3
60622901133,3
38604794743,6
19903803524,2
14895382915,2
44191479032,3
53472839554,8
16730953217,9
67084886800,3
65629258273,2
28280183264,3
35306885683,2
84676780974,10
64583744960,10
59752135331,5
17555928922,3
74874114865,5
62675119954,2
76453496542,2
51564196747,3
89630093510,2
82016301570,10
97224228478,10
83492766811,9
09846018053,9
40334801532,3
37358667190,3
55446053940,4
26096746276,5
72053649909,2
11928567240,3
85021553852,2
30775582115,2
26264395684,4
78446078902,3
07519919889,10
17755129403,10
41492531618,10
49828385937,3
74776565919,4
07055494370,3
43687715671,3
92209490758,3
63415359700,3
71001154770,3
73494314810,9
72255785617,5
41354741609,5
85573952307,4
28555809517,3
79475816658,3
02841362396,2
34704071421,2
69714797349,7
41855950855,6
37456017000,4
39610175902,3
00170679446,6
90786928557,4
51621593878,3
96763536712,3
35589607000,10
72288341351,9
35139014378,5
09742749337,3
66357967114,4
48030073577,4
65826082585,5
26379412867,4
86691122305,4
21425261108,2
97892594680,3
57446532521,2
54411818507,4
13673805290,10
03881937609,10
84184714684,10
22014833370,4
54011272868,3
36030876406,2
77090676110,2
83762950717,4
67162172075,10
48886804180,10
86930326402,7
56496741913,3
91605390623,2
49097034205,3
51970181516,1
89136829668,5
70742153177,4
93625260263,3
21690887508,2
48029335849,4
38439106505,3
73517454630,3
93510214080,10
12833195516,10
89799035961,8
71771703083,7
56870941211,6
46051648399,8
89533768401,2
18767760058,4
64345973120,4
73033249680,2
75745104821,10
48094731800,10
15605427059,10
79959476154,6
11079764720,2
54565728931,3
72269348508,7
40390984639,3
85606699222,2
61382687095,4
97777957007,10
39962637759,9
92711073572,5
12896220607,6
82432333004,4
23993446003,4
60694306975,1
52357865210,1
94128537004,2
06448854835,2
75311980451,6
25542805337,3
76425507829,1
68878602019,2
39221317005,3
19586639991,2
28798728717,2
31424956226,10
91796441635,9
03328880704,4
00510287433,4
51202201776,3
54541648792,3
92104662761,4
50152697497,3
42036078508,2
48330958744,10
23836806053,7
14579232623,8
71485819741,8
01501967924,8
72092519280,8
01828523348,8
29704937997,7
58291585580,7
11639714995,3
20757414257,3
48739626253,6
59188312402,8
97736772495,10
43435497807,9
72965715606,7
43802990315,3
48042479638,4
00094091650,10
57376242694,9
62254920383,5
69309140100,4
52731172240,3
64147569030,3
01842933590,4
98474229820,2
35966771570,3
39022624781,4
36500329961,2
09006476129,10
44278735537,4
40423169726,4
92067549391,2
93439690407,3
53925287833,10
35733813326,10
07345330206,10
36412247483,8
09853720361,4
35051602371,2
25107155502,2
87094042280,9
45641199230,10
55125380717,7
81913505308,5
49419715744,5
55716632866,3
24630616268,10
18563520059,9
76150420540,8
98685697700,9
14336080909,4
01014610389,7
92788881843,4
93046163878,3
81687851859,2
56905096555,3
68826728062,9
07272081449,9
72373564025,6
78308306900,6
78999514536,5
49836714634,4
74906688675,4
75185711612,9
45605956310,9
43180739207,5
00258565373,7
37773031606,6
78719261527,3
48720124023,5
25455005421,10
90809983974,8
76738872402,8
61630343846,3
30009143580,3
29493074188,3
79965466220,7
89735189682,8
22527560040,8
22302340566,10
67712515867,10
90418280525,10
16660812300,10
92788447990,9
09863615269,10
76958444205,9
02248248806,10
63137371481,8
50311802699,5
69141939670,5
06104718990,4
11992569274,9
47688341086,5
34141318116,6
18140513253,9
51790447070,3
85609406773,10
14878310308,10
14564572253,10
75794074000,8
33744999882,10
70933913621,7
94126410600,9
03267531845,8
05763101073,10
89654612518,9
36064004703,10
48679486914,10
89484817033,10
36100770180,7
77375949301,10
30781117178,10
96004902101,9
44415596746,5
43338496591,3
52391703392,10
53004999277,10
66536197704,9
31739462432,9
87238586568,10
39276871462,9
13493179693,9
70605581797,10
35792116253,9
50698935489,10
64639897030,10
14557039316,7
42718669209,10
55290509216,10
60001101544,10
61619738473,10
49812130004,10
88238469945,10
08672331095,5
44817736500,10
56192218811,9
22063186448,10
17613023613,8
41693683555,6
99167640346,6
23919325290,7
82671269374,10
79499952209,10
52964448418,9
36868111460,10
33064098047,9
58771555986,8
06278790203,8
59120463707,7
21626603260,7
35841802950,6
55999773741,6
93957955149,9
92474111735,9
36703862540,10
67611258478,10
23300805651,9
30829248242,7
87321078892,4
31273654897,10
52207201988,10
70842874186,9
62796365182,9
29555100500,10
10819484261,10
26230036029,7
72235028357,10
03424375349,9
91692809164,7
66316696850,8
74033045430,10
41061664961,7
70084458062,10
15176429659,10
28092411557,6
05096996182,10
31525523279,8
28058837725,7
43540476245,10
53950111530,10
25586277832,6
88260317460,10
89030458828,10
09718614206,10
29355459238,9
05596757713,10
99113798332,10
04576274503,10
11608958990,10
70152213309,8
68960083429,7
76128989934,4
30746113919,10
97992715683,10
03387885229,7
85898681841,10
43976309095,10
07379499963,6
44574441038,7
76926265453,9
34759160450,7
35983985906,6
07996585709,10
83756816796,9
84340730726,8
17761350086,9
78836922325,10
38540336995,10
99528502393,10
12653273519,10
51497249040,10
32234771447,9
69509355526,9
57020061788,5
41364459469,10
76121893990,10
12706507691,9
12228305669,10
44685304560,10
55595026340,6
56077789402,10
33276399067,6
46008236998,10
62690222078,10
97550617970,9
06701512038,9
03934490760,10
69721621811,10
33391929600,9
92105307132,9
22600822895,9
37742705460,10
98578872878,10
20632280190,10
26980446673,8
58952476018,8
96064724501,5
25737874788,10
78840709444,7
65777061230,4
98897284272,8
68092826102,8
64170053729,9
18605668806,8
03166479503,9
12798312434,9
28535416064,10
19919848042,10
87017086783,9
15207710702,7
40433689501,10
79672461011,10
51109007019,10
17850205014,7
25497239293,6
01029759901,10
74753965929,6
74425269420,6
20416415334,9
74051337979,10
37669976888,9
16085571704,6
49058496830,6
81449908039,10
35862405704,10
44509998600,9
32453527940,9
11110851880,8
46689859371,7
21359618333,10
07348002234,10
64259720503,10
54829878177,8
92147498416,10
74604293767,9
17847214687,8
17275804514,8
29267698818,6
97988775430,8
45847413440,6
01929360509,7
96275193409,10
63890124895,9
44793656137,9
15686223092,6
70659480565,9
31602274304,7
30372718680,9
24475631165,9
21380782805,10
78066154585,9
98586635600,7
54180288206,7
52128866944,10
05946998439,10
28828470500,9
20313298807,10
71232036668,9
86427786288,8
68527287650,10
03208778333,9
47106283355,9
45573562304,8
27700453500,9
85973027392,3
22857042400,9
02555468900,6
39770411698,10
78815964657,9
73865690416,10
48467332204,10
91248955803,10
77006239451,10
59942640754,7
60895301237,10
03398013872,10
71628335602,9
89058108023,4
15337435680,10
70277287103,8
56596957950,7
45759599526,10
50553629107,10
71485418321,10
