cpf,gender,SeniorCitizen,Partner,Dependents
47557522567,Male,0,Yes,Yes
1394884800,Male,1,No,No
82691311996,Male,1,No,No
64258562629,Male,1,No,No
14991537088,Male,0,Yes,Yes
38240733310,Female,0,Yes,Yes
37320430967,Male,0,No,No
77688936209,Male,0,No,No
89696454627,Female,1,Yes,No
55358512560,Female,0,Yes,Yes
38921878513,Male,1,Yes,No
19358374942,Male,1,No,No
7977961261,Male,0,No,No
8780572189,Male,0,Yes,Yes
51494097664,Male,0,Yes,Yes
26374845358,Male,0,Yes,Yes
98628950982,Male,0,No,No
5911918650,Male,0,No,No
23392207187,Male,0,Yes,Yes
51169666744,Male,0,No,No
25214526458,Male,0,No,No
71246335166,Female,0,No,No
57184090802,Female,0,Yes,Yes
5120800548,Male,0,Yes,Yes
64099512304,Male,0,Yes,No
97283512918,Male,0,Yes,No
59272827094,Male,0,No,No
90814415237,Male,0,Yes,Yes
98217392960,Male,0,Yes,Yes
57867181580,Female,0,Yes,No
35237360564,Male,0,Yes,Yes
7918158970,Female,0,Yes,Yes
98868345285,Female,0,No,No
73466661781,Male,0,Yes,No
7158796426,Male,0,Yes,Yes
74080314990,Female,1,No,No
98250800435,Male,0,No,No
63580688227,Female,0,Yes,No
85031723564,Female,0,Yes,No
13739900660,Male,0,Yes,Yes
31403526389,Male,0,Yes,No
56022939496,Female,1,Yes,Yes
69434606683,Male,0,Yes,Yes
64374906088,Female,0,Yes,No
72311127144,Female,0,Yes,Yes
28524648457,Male,1,Yes,No
49411631843,Female,0,Yes,No
73280771153,Female,0,Yes,No
30621136930,Female,0,No,No
57279083374,Female,0,Yes,No
50902542575,Male,0,No,No
73066248143,Male,1,Yes,No
32357071311,Female,0,Yes,Yes
98482285009,Female,0,Yes,No
11688092587,Female,0,No,No
50213060906,Female,1,No,No
6913098170,Female,0,No,No
7964967304,Male,0,Yes,Yes
79457727819,Male,1,Yes,No
53242642538,Female,0,No,No
6420768390,Female,0,No,No
62536667707,Male,1,No,No
76755562831,Male,1,Yes,No
33339395764,Male,0,Yes,Yes
86543627158,Male,0,Yes,Yes
87496033537,Female,1,Yes,No
82686270349,Female,0,No,No
69249269323,Female,0,No,No
26573275918,Male,0,No,No
98011100076,Female,1,Yes,No
51553234103,Male,1,Yes,No
59597752476,Female,0,No,No
41822261864,Female,0,No,No
96288743143,Male,0,Yes,Yes
27102676751,Male,1,Yes,No
20957992750,Female,0,Yes,No
7955151208,Female,0,No,No
29462135444,Male,0,No,No
15970996270,Male,1,No,No
54384807538,Male,0,No,No
20344765067,Male,0,Yes,Yes
47158029026,Female,0,Yes,Yes
90463766059,Female,0,Yes,Yes
46558665271,Male,0,No,No
54837441793,Female,0,No,No
15810213138,Male,0,No,No
25129311027,Female,0,Yes,No
5912975150,Male,0,No,No
91023121158,Female,1,Yes,No
6330165866,Male,0,Yes,Yes
37379274996,Female,1,No,No
7280123406,Female,0,No,No
28931132573,Male,1,Yes,Yes
32694968422,Male,1,Yes,No
36453804425,Female,1,No,No
21017509611,Male,0,Yes,No
17015959151,Male,0,Yes,Yes
94575757411,Male,0,No,No
75833920558,Female,1,No,No
67756777239,Male,0,Yes,Yes
26602562681,Male,0,No,No
50622923102,Female,0,Yes,Yes
6724530709,Male,1,Yes,No
62484337981,Female,0,Yes,No
76627051109,Male,0,No,No
57942387399,Male,0,No,No
67042549600,Female,0,No,No
91928455255,Male,1,Yes,No
59710756320,Male,1,No,No
35357485933,Female,0,Yes,Yes
53259399399,Female,0,No,No
37970581609,Male,0,Yes,No
29518779430,Female,1,No,No
17634250708,Male,1,Yes,No
33055978285,Female,0,No,No
45759833901,Male,0,Yes,Yes
91403884331,Female,0,No,No
66044324087,Male,0,Yes,Yes
6157276894,Male,0,Yes,Yes
29751474302,Male,0,Yes,No
97429250114,Female,0,No,No
5875256818,Male,0,Yes,Yes
6562590434,Female,1,No,No
59908027140,Female,1,No,No
12218231590,Female,0,No,No
55165176800,Female,0,No,No
8662813712,Male,0,Yes,Yes
21433080001,Male,0,No,No
37003322897,Female,0,Yes,No
55660847021,Female,0,Yes,Yes
68103903329,Female,1,Yes,No
97051958208,Female,1,No,No
63280944856,Male,0,No,No
58623945328,Female,0,Yes,Yes
54614707939,Male,0,No,No
86321061395,Female,0,No,Yes
39439457074,Female,1,Yes,Yes
39438040382,Male,0,Yes,Yes
25376576914,Male,0,Yes,Yes
27789431960,Male,0,No,No
10090040422,Male,0,No,Yes
76921053326,Male,1,No,No
65146040133,Male,0,No,No
42473107203,Female,0,Yes,Yes
1137984406,Female,0,No,No
9712316645,Male,0,No,No
767620925,Male,0,No,No
1447340442,Male,0,Yes,Yes
33700968701,Male,0,No,No
30451957768,Male,1,No,No
82558825534,Male,0,No,No
62965754245,Male,1,Yes,No
78656194216,Female,0,No,No
55778205880,Male,1,No,No
29582923636,Female,1,No,No
16188081920,Female,1,Yes,No
4823571509,Male,0,Yes,No
58686395619,Female,1,Yes,No
13723081720,Male,0,No,No
21436438101,Male,1,Yes,No
30004132190,Female,0,Yes,Yes
14716560988,Female,0,Yes,No
45653469904,Female,0,No,No
79907075515,Male,0,Yes,Yes
4768169988,Male,0,No,No
57060717480,Male,0,Yes,Yes
81131765354,Male,0,No,No
97054873912,Male,0,No,Yes
61029087164,Female,0,No,No
82749680425,Male,0,Yes,Yes
91872742050,Female,0,No,No
49561213770,Female,0,No,No
73062604212,Female,0,Yes,Yes
35973711242,Male,0,No,No
22990775617,Female,1,No,No
8581670423,Female,0,No,No
68611145704,Female,0,No,Yes
68321021948,Female,0,Yes,No
23785847173,Female,0,No,No
29618033228,Female,0,No,No
42605080161,Male,0,Yes,Yes
84980425348,Female,0,No,No
73377731296,Female,1,No,No
68812282105,Male,0,No,No
78192365310,Male,0,Yes,No
46060560377,Female,0,No,No
56793279882,Female,0,No,No
62398471608,Male,0,No,No
90618120548,Female,0,No,No
46475489530,Male,1,Yes,No
47876989900,Male,0,No,No
92751758886,Male,0,No,No
91444498363,Male,0,Yes,Yes
55393543549,Female,0,No,No
86449639296,Female,0,No,No
43588537902,Female,1,No,No
82143395299,Male,0,No,No
75367497837,Female,1,No,No
52491416840,Female,1,No,No
60134778928,Female,0,Yes,Yes
48963406717,Female,1,No,No
91766512232,Female,0,No,No
15001418879,Female,1,No,No
42163090035,Male,0,Yes,No
15944633360,Male,0,Yes,Yes
99948532015,Female,1,Yes,No
89532638911,Male,1,Yes,No
2199471128,Male,0,Yes,Yes
36337922360,Female,0,No,No
41034699601,Female,0,Yes,Yes
73311677234,Male,0,No,Yes
69608437660,Female,0,No,No
85507896747,Female,0,Yes,No
93521962601,Male,0,No,No
33556434326,Male,0,Yes,No
69709317067,Female,0,Yes,Yes
69556076778,Male,1,Yes,No
61645345424,Female,0,No,No
72239898313,Male,0,No,No
6503121989,Male,1,Yes,No
80418472424,Female,0,Yes,Yes
26423642834,Female,0,Yes,No
13190924899,Male,0,Yes,No
76230391139,Female,1,No,No
14281785205,Male,1,Yes,No
28230524882,Male,0,No,No
8806220756,Male,1,No,No
22395947300,Female,0,No,No
72132901694,Female,0,No,Yes
20478768850,Female,0,No,No
68785996440,Female,0,No,No
86287203161,Female,0,Yes,Yes
95419666405,Female,0,Yes,No
50573036276,Male,0,Yes,Yes
79246320344,Male,0,Yes,No
74767753767,Female,0,Yes,No
26032145000,Female,0,Yes,Yes
57661945878,Female,1,No,No
87071553440,Male,0,No,No
82012840035,Female,1,Yes,No
83850765903,Female,0,Yes,Yes
75954508968,Female,0,No,No
17768089839,Male,0,Yes,No
12657422357,Male,1,No,No
19646300456,Female,1,Yes,Yes
2369362634,Male,0,Yes,Yes
89430120476,Male,0,Yes,Yes
71372711708,Male,0,Yes,No
59574988589,Male,0,No,No
58298493303,Female,0,No,No
6745847671,Male,0,Yes,No
9441283355,Male,0,No,No
37218856608,Female,0,Yes,Yes
69541329772,Male,0,No,No
15066626760,Male,1,Yes,No
5514377660,Female,1,No,No
93663439291,Female,0,No,Yes
52959611179,Female,1,Yes,Yes
10286712024,Female,0,No,No
7202455919,Male,0,No,No
10245109137,Male,0,Yes,No
9032671448,Male,1,Yes,No
94981942117,Female,1,Yes,No
79428179388,Female,0,No,No
40652775829,Female,0,No,No
44663453333,Female,0,Yes,Yes
72201091218,Male,0,No,No
17221455953,Male,0,No,No
37661894335,Female,1,No,No
70526351004,Female,1,Yes,Yes
4627765738,Female,0,Yes,Yes
25659202454,Male,1,Yes,No
61752023846,Male,1,No,No
97432600562,Female,0,No,No
59550178366,Female,0,No,No
32584868911,Female,0,Yes,No
99360798410,Female,0,Yes,Yes
87045069103,Female,0,Yes,No
76799359390,Female,1,Yes,Yes
74403946402,Female,1,Yes,No
8303736086,Male,0,Yes,No
60148860877,Female,0,Yes,Yes
49079388459,Male,0,Yes,No
13685283090,Female,0,Yes,No
61537012487,Male,0,No,No
24462632591,Male,0,Yes,Yes
14488112102,Female,0,Yes,Yes
3142175172,Male,0,No,No
88781794185,Male,0,No,No
51526384019,Male,0,No,No
91122528833,Female,0,No,No
37505661868,Male,0,Yes,Yes
63239791366,Female,0,No,No
78765530012,Female,0,No,No
73095055650,Female,0,No,No
5712198886,Female,0,Yes,Yes
19277885106,Male,0,Yes,Yes
90534864023,Male,0,No,No
10424624532,Female,1,Yes,No
61851744649,Male,1,No,No
452128994,Female,0,Yes,Yes
91511455101,Female,0,No,No
29391304427,Female,0,Yes,Yes
88189848453,Female,0,Yes,Yes
16046154006,Male,0,Yes,Yes
21190170779,Female,0,No,No
56814298309,Female,0,No,No
15229107359,Male,0,Yes,No
22836084901,Male,0,No,No
37830639655,Female,1,No,No
38452696930,Female,0,No,Yes
44391649780,Female,0,No,No
1693429217,Male,0,Yes,No
91320330100,Male,0,No,No
62341903169,Male,0,Yes,Yes
6153722105,Male,0,No,No
55668473236,Male,0,Yes,Yes
36533774638,Female,0,Yes,No
4067200706,Female,1,No,No
84361424462,Male,1,Yes,No
26078197509,Female,0,Yes,Yes
43734764203,Male,1,Yes,No
73720376389,Male,0,Yes,Yes
88214584159,Male,0,No,No
48460191362,Male,0,Yes,Yes
44389982710,Male,0,No,No
80205869548,Male,1,Yes,Yes
7321464458,Male,0,No,No
93699951618,Male,0,No,No
79335055700,Male,0,Yes,No
38573680121,Male,0,No,No
19236037607,Male,1,Yes,No
81187233307,Female,0,No,No
51040961495,Male,1,No,No
97315391150,Male,0,No,No
49830748219,Male,0,No,No
7365118903,Female,0,No,Yes
39406557835,Male,1,Yes,No
20190432209,Female,0,No,No
30233324798,Male,0,No,No
7392013521,Male,0,No,Yes
46212760268,Female,0,Yes,No
50826112323,Female,0,Yes,No
12616324865,Female,0,Yes,No
88995729848,Female,0,Yes,No
93762974586,Female,0,No,No
49303646800,Female,0,Yes,No
71912038110,Female,0,No,No
87692082804,Female,0,Yes,Yes
32308981334,Female,1,No,No
88158814417,Female,0,No,No
58220673281,Male,0,No,No
31829716891,Female,0,Yes,No
15724500027,Female,0,No,No
15291103,Male,0,No,No
37178509031,Male,0,No,No
25561844423,Male,0,Yes,Yes
21829987488,Female,0,No,No
78122489095,Female,0,No,No
56708670097,Male,0,No,No
90043655165,Female,0,Yes,No
58482669133,Female,0,No,No
36248355053,Female,0,Yes,Yes
54296080768,Female,0,Yes,No
6336998703,Female,0,No,No
95098221080,Male,0,No,Yes
40164818804,Female,0,No,No
4428773820,Female,0,Yes,No
36381643226,Female,0,Yes,Yes
12694289428,Male,0,Yes,No
64203625807,Male,0,Yes,Yes
63144170666,Male,0,Yes,No
46255402673,Female,1,Yes,No
35582430130,Male,0,Yes,No
76464489828,Female,0,Yes,Yes
80315388838,Male,0,Yes,No
24527905082,Male,0,No,No
40433335360,Male,1,No,No
84951632179,Female,0,Yes,No
11978718020,Male,0,No,No
93391373296,Male,0,No,No
65306011985,Male,0,No,No
87561786891,Male,1,Yes,No
80023009128,Male,0,No,No
56182980311,Female,0,No,Yes
65774491633,Male,0,No,No
9365952050,Female,1,No,No
14911894105,Male,0,Yes,No
84336875065,Male,0,Yes,Yes
92632239982,Female,0,No,No
82137455668,Female,1,Yes,No
11404288619,Male,0,No,No
5053766606,Female,0,No,No
8112600384,Female,0,Yes,Yes
8356691060,Female,0,No,No
62715312377,Female,0,Yes,Yes
45506882629,Female,0,Yes,Yes
91776829395,Male,0,Yes,No
84401348001,Female,0,Yes,No
87354378801,Male,1,Yes,No
26033591003,Male,0,Yes,Yes
15709085910,Female,0,Yes,No
91449207413,Female,0,No,Yes
92699969990,Male,0,Yes,Yes
64899718446,Female,0,No,No
28596932542,Male,0,No,No
91408499371,Female,0,Yes,Yes
23123426696,Male,0,Yes,No
98069087242,Female,1,No,No
61760723444,Female,1,No,No
83893595376,Female,0,No,No
82804056155,Female,0,No,No
29965082626,Female,0,Yes,No
95826418605,Male,1,Yes,Yes
96561308719,Male,0,No,No
61238595103,Female,0,Yes,Yes
43468239475,Male,0,Yes,Yes
84002730018,Female,1,No,No
86966101648,Male,1,Yes,No
83113950040,Female,1,Yes,No
16809414967,Male,0,No,No
15076283903,Female,0,No,No
76205344076,Female,1,No,No
77794620724,Male,1,Yes,No
26629250869,Male,0,No,No
17760299176,Male,0,Yes,No
40688413307,Male,0,No,No
37312552358,Female,0,No,No
56178170351,Male,0,No,No
21192061390,Female,0,Yes,No
63852778956,Female,0,Yes,Yes
56133718498,Male,0,Yes,Yes
44902950227,Male,1,Yes,No
64801644074,Male,0,Yes,No
37341678178,Male,1,Yes,No
27782210267,Male,0,Yes,No
17982134866,Male,1,Yes,No
62985797373,Male,1,No,No
63831828547,Female,1,No,No
60539707945,Female,0,No,No
86617706706,Male,0,Yes,Yes
36820506805,Male,0,Yes,Yes
21223552128,Female,0,Yes,Yes
65058714620,Male,1,No,No
92182192514,Male,0,No,No
96790898433,Male,0,Yes,Yes
36998480270,Male,0,Yes,No
20509386911,Male,0,Yes,Yes
48424959876,Male,0,No,Yes
81145788742,Female,1,Yes,No
7152386714,Male,0,No,No
67382097463,Male,0,Yes,Yes
61917798792,Male,0,Yes,Yes
68299687209,Female,1,No,No
25893708571,Female,0,Yes,Yes
80623504014,Female,0,No,No
56695790035,Female,0,No,No
12482554454,Female,0,Yes,No
28679632570,Male,0,Yes,Yes
94232894608,Female,0,No,No
33891562403,Male,0,Yes,No
15285725640,Female,0,No,No
29269335844,Male,0,No,No
95138186590,Female,0,No,No
50784685010,Female,0,No,No
95744303405,Female,1,Yes,Yes
91891179721,Female,1,Yes,No
20385934009,Female,1,Yes,No
15364154726,Male,0,No,No
15531325991,Female,0,Yes,Yes
36781367536,Male,0,No,No
942141075,Female,0,Yes,Yes
52769819810,Female,0,Yes,Yes
78092704511,Male,0,Yes,No
23888562210,Female,0,Yes,Yes
58660598601,Female,0,Yes,No
78744227590,Female,0,No,No
85485965547,Male,1,Yes,No
94282491140,Male,0,No,No
65020002402,Female,0,No,No
53931321584,Male,0,No,No
51305570855,Female,0,No,No
36821444803,Male,0,No,No
89669972795,Male,0,Yes,No
36774620299,Female,0,No,No
58254318379,Male,0,Yes,No
28123123949,Male,0,No,No
20491060173,Male,1,Yes,No
83647238716,Female,1,No,No
50827681747,Male,0,No,No
22577545819,Male,0,Yes,No
47262905252,Female,1,No,No
91876831642,Male,1,Yes,No
8271721763,Male,0,No,No
33739920521,Male,0,Yes,Yes
22299936238,Female,0,No,No
16591438882,Female,1,No,No
23255398304,Female,0,Yes,No
58446177706,Male,0,No,No
32643095480,Female,0,No,No
49791279918,Male,0,Yes,No
70292712030,Male,0,No,Yes
53978713705,Female,1,Yes,No
52988322023,Male,0,No,Yes
12560832089,Female,0,No,No
4879788899,Male,0,Yes,No
97535852335,Female,0,No,No
86003044314,Male,1,No,No
61995171565,Female,0,Yes,No
23910292925,Female,0,Yes,Yes
50143748327,Female,0,Yes,Yes
9309671351,Female,0,No,No
97191260270,Male,0,Yes,No
21321767285,Male,0,Yes,Yes
1911166107,Male,1,Yes,No
22019072505,Male,0,Yes,No
87339304908,Male,1,No,No
36653802787,Female,1,No,No
48124211442,Female,0,Yes,Yes
8682509539,Female,0,Yes,No
22946209334,Male,1,No,No
55610399548,Male,1,Yes,No
29701371275,Female,0,Yes,No
43658585641,Female,0,No,No
42304120296,Male,0,No,No
70615927378,Female,1,No,No
87402990745,Female,0,Yes,No
16690632245,Male,0,No,Yes
48155420310,Male,1,Yes,Yes
40301095604,Female,1,Yes,No
79756491558,Female,1,No,No
79554623437,Female,0,Yes,No
71247601005,Female,0,No,No
80181030624,Female,0,Yes,No
83176417241,Male,1,Yes,No
68080815739,Male,0,Yes,Yes
12901507107,Male,0,No,No
38067130736,Male,0,No,No
35104584780,Male,0,No,No
43621300988,Male,0,Yes,Yes
62588576630,Female,0,Yes,No
94703180561,Female,0,No,No
33962746609,Male,1,No,No
62159183261,Female,0,Yes,Yes
70004666186,Female,1,Yes,No
45901107926,Male,0,No,No
77140049327,Male,0,No,No
88194905362,Female,1,No,No
15204998098,Male,0,No,No
94976987396,Male,0,Yes,Yes
13797166915,Male,1,Yes,No
84166123742,Female,0,Yes,No
40779433297,Female,0,Yes,No
56238994983,Female,0,Yes,Yes
91970142650,Female,0,No,Yes
20370878299,Female,0,No,No
11602041873,Male,0,Yes,No
13599898979,Male,1,Yes,No
72117088910,Male,0,No,No
48018644810,Male,0,Yes,Yes
22175883973,Female,0,Yes,Yes
78570820070,Female,1,No,No
48067571287,Male,0,No,No
36914961131,Male,1,No,No
28794296847,Male,0,Yes,Yes
82769704001,Male,0,Yes,No
95314196123,Male,0,No,No
56078327402,Female,0,Yes,Yes
88356517940,Female,0,No,No
62409649645,Female,0,No,Yes
68349604735,Male,0,No,No
84217028580,Female,1,No,No
16225936424,Female,0,Yes,Yes
88208934879,Female,0,No,No
68839062408,Female,0,No,No
67287991683,Female,0,Yes,Yes
9114131978,Male,0,Yes,No
35923613336,Female,0,Yes,No
76052304510,Female,0,No,No
88165025414,Female,1,No,No
47241916514,Male,1,Yes,Yes
3440966100,Male,0,Yes,No
77182498910,Female,1,No,No
80880678208,Male,0,No,No
14174681309,Male,0,Yes,No
59266486965,Female,0,No,Yes
89396987468,Female,0,No,No
86941559403,Female,0,No,No
50119292050,Female,0,No,No
75360511745,Male,0,Yes,No
16039886374,Female,1,No,No
65362189492,Female,1,No,No
55906700048,Male,0,No,No
99424894287,Female,0,No,No
4664896689,Male,0,Yes,No
76056420400,Female,1,Yes,No
56577580995,Male,0,Yes,Yes
74533890628,Female,0,No,No
23546622626,Female,0,Yes,Yes
54016599547,Male,0,Yes,Yes
30062212222,Female,0,No,No
42767746246,Female,0,Yes,Yes
59160112450,Male,0,No,No
11584886021,Male,0,Yes,Yes
8017986718,Male,0,No,No
78231299572,Male,0,Yes,No
70472642642,Male,1,Yes,No
12120384363,Female,0,Yes,Yes
75365968042,Female,1,No,No
78525482455,Male,0,Yes,No
21838545450,Female,0,No,No
644547545,Male,0,No,No
23112327462,Female,0,No,No
89791776318,Female,1,No,No
34272038834,Female,0,Yes,No
62175080102,Female,0,Yes,No
96304530617,Female,0,Yes,Yes
93588249303,Male,0,No,No
53400181641,Female,0,Yes,Yes
77848165299,Female,0,Yes,Yes
44454460841,Male,1,No,No
38517993721,Male,0,No,No
81053912870,Male,0,Yes,No
78848699936,Male,0,Yes,Yes
69882904513,Female,0,Yes,No
79271472420,Female,0,No,No
63019864232,Male,1,No,No
42383972827,Female,0,No,No
33912187037,Female,1,No,No
62932880926,Female,1,Yes,No
83221010230,Male,0,No,No
32001867638,Male,0,No,No
61008987646,Female,0,Yes,No
10814356150,Female,0,Yes,No
40384531970,Male,0,No,No
80746823584,Male,1,Yes,No
46951003041,Male,0,No,No
76205459647,Female,0,No,No
71500666661,Male,0,No,No
41106541146,Female,0,Yes,No
34078516939,Male,0,No,No
94970890587,Female,0,No,No
83668348243,Female,0,No,No
68999626911,Female,0,No,No
70838688837,Male,0,Yes,No
91787915026,Female,0,No,No
59625719750,Male,0,Yes,No
60932012604,Female,0,Yes,Yes
57898260406,Male,0,Yes,No
18095217506,Male,0,Yes,Yes
58517774191,Male,0,Yes,Yes
27469211896,Male,1,Yes,Yes
82419962680,Male,1,Yes,No
42229758934,Female,0,Yes,Yes
17045421893,Female,0,Yes,No
54570568211,Female,0,No,No
9225709064,Female,1,Yes,No
1635640784,Male,1,Yes,No
23247282815,Male,0,Yes,Yes
95400178820,Male,0,Yes,No
22473126160,Female,0,No,No
68507105831,Male,1,Yes,No
1195092709,Male,0,No,No
11526105381,Female,0,Yes,No
70923007113,Female,0,Yes,Yes
69500741822,Male,0,Yes,Yes
94854329840,Female,0,No,No
76989365200,Male,0,Yes,Yes
94471619870,Female,0,No,Yes
27348131069,Female,0,No,Yes
45025896320,Female,1,No,No
21743574886,Female,0,Yes,No
35268064894,Male,0,Yes,Yes
60673983463,Male,1,Yes,No
48838425337,Female,1,Yes,No
64628055017,Female,0,No,No
77406579560,Male,0,No,No
51562392000,Female,0,No,No
90855107405,Female,0,No,No
9131117830,Female,1,Yes,No
61902547640,Male,1,Yes,No
2206953501,Male,0,Yes,No
41201227518,Female,0,No,No
95002601588,Male,1,No,No
15325947982,Female,0,Yes,No
50740717391,Female,1,Yes,No
27980595009,Male,1,No,No
31006493468,Male,0,No,No
3910452027,Female,0,Yes,Yes
36089411850,Male,1,No,No
49135992832,Female,1,No,No
55359520523,Male,1,Yes,No
61006799060,Male,0,Yes,Yes
6968018683,Female,0,Yes,Yes
77403784294,Female,0,No,No
33944953096,Female,0,Yes,Yes
6776255024,Male,0,No,Yes
32501736575,Female,0,Yes,Yes
42624178406,Male,0,Yes,Yes
29029233419,Female,0,Yes,Yes
51100906029,Female,0,Yes,Yes
53088684337,Male,0,Yes,Yes
2116673232,Male,0,Yes,Yes
90457598883,Female,0,No,No
75921299650,Female,0,Yes,Yes
42603362070,Male,0,Yes,Yes
27558214777,Male,0,Yes,Yes
70920711510,Female,0,No,No
23802362160,Female,1,Yes,No
92158189797,Male,0,No,No
5916118643,Female,1,No,No
38558819521,Female,0,No,No
97721688043,Male,0,Yes,No
5378931800,Female,0,No,No
69289728400,Female,0,Yes,Yes
54018227230,Female,0,Yes,No
283948280,Female,0,Yes,Yes
32204144789,Female,0,No,No
43281165923,Female,0,No,No
93020203040,Male,0,Yes,No
42322775282,Male,0,Yes,Yes
13530281603,Female,1,Yes,No
50646300504,Male,0,Yes,No
93777569100,Female,0,No,No
98321029108,Female,0,No,No
61746902965,Male,0,No,No
83104384193,Male,0,No,No
96622913188,Female,0,Yes,Yes
67080568528,Female,1,No,No
66706362107,Male,0,No,No
98655049441,Female,1,Yes,No
44076634993,Female,0,Yes,Yes
33965049682,Female,1,No,No
27322626176,Male,1,Yes,No
14243625808,Female,1,Yes,No
54218808775,Male,0,Yes,Yes
99196234156,Female,0,Yes,Yes
99643385388,Male,0,Yes,No
24725058335,Female,0,No,No
33430311519,Female,0,No,No
87605457634,Female,1,Yes,No
94757694555,Female,0,Yes,No
35365974670,Female,1,No,No
69861634282,Male,0,Yes,No
12545080900,Male,0,Yes,No
59481526933,Female,0,Yes,Yes
25596647209,Male,0,Yes,Yes
13074235900,Female,0,No,No
14261404877,Female,0,No,No
93326145470,Female,0,No,No
30796373132,Female,1,No,No
817852247,Female,0,Yes,No
11587184540,Male,0,No,No
23542687421,Male,0,Yes,No
47017320875,Male,0,Yes,Yes
65237772943,Male,0,No,No
66563370152,Female,0,No,No
40052781089,Male,0,Yes,No
55800027269,Male,1,Yes,No
21425731694,Male,0,Yes,Yes
9439136839,Female,0,Yes,Yes
17203136957,Male,0,Yes,Yes
55286209297,Female,0,Yes,Yes
97352595325,Male,0,Yes,Yes
32227393823,Male,0,No,No
99204573538,Female,1,No,No
32366185073,Male,0,No,No
76108708204,Male,0,Yes,Yes
69718236058,Female,0,Yes,Yes
10712615849,Male,0,Yes,No
38821764826,Female,0,No,No
46735742222,Male,0,No,No
33222801959,Female,0,Yes,No
44258922242,Female,0,No,No
56062953503,Female,0,Yes,No
6373118096,Male,0,No,Yes
46741307516,Female,0,Yes,Yes
38418520175,Male,0,No,No
36260846398,Male,0,No,No
97561547056,Male,0,No,No
55491215147,Male,0,No,No
64119556468,Female,1,No,No
9196939540,Male,0,No,No
78752070298,Male,0,No,No
4262019730,Female,0,No,No
12124139380,Male,1,Yes,No
69678976080,Female,0,Yes,No
98731267750,Female,0,No,No
31922760706,Male,0,No,No
59889786575,Female,0,Yes,Yes
33943191605,Male,1,Yes,No
54308952379,Female,1,No,No
12021915093,Male,0,Yes,Yes
57644974776,Male,1,No,No
26876400,Female,1,No,No
48676497915,Male,0,No,No
74163656006,Male,0,Yes,No
45006355301,Male,0,Yes,No
73096496994,Male,0,No,No
27711952910,Male,0,Yes,Yes
63530597015,Male,1,No,No
25512827642,Male,1,No,No
36431594800,Female,0,Yes,No
98959654604,Female,0,Yes,Yes
63454434416,Female,0,No,No
14916999304,Male,0,No,No
93449743902,Male,0,Yes,No
46408822380,Male,0,No,No
9586297306,Female,0,Yes,No
98894132137,Female,0,Yes,Yes
9720217014,Male,1,No,No
75485346553,Female,0,Yes,No
57922030088,Female,0,Yes,No
44964612937,Male,0,Yes,Yes
39002512155,Female,0,Yes,No
37565896330,Male,0,No,No
59570861932,Male,0,No,No
93145843486,Female,0,Yes,Yes
56631138868,Female,0,No,No
50342362224,Male,0,No,No
3347424638,Male,1,No,No
31043796886,Female,0,Yes,No
68008529458,Female,0,No,No
69021774143,Male,0,Yes,Yes
74304350250,Male,0,Yes,No
38502289403,Female,0,Yes,Yes
66527523360,Male,0,Yes,Yes
28293020288,Male,0,Yes,Yes
56913303068,Female,0,Yes,No
33467711642,Male,0,Yes,Yes
75076279930,Male,0,No,No
55302453070,Male,0,Yes,Yes
12398472388,Female,0,Yes,Yes
3420284721,Male,0,Yes,Yes
19017222441,Male,0,Yes,Yes
5076487142,Male,0,No,No
77546199204,Female,0,Yes,No
40658387200,Female,0,No,Yes
72581225912,Female,0,No,No
9566844832,Female,0,No,No
23733791207,Female,1,Yes,No
12110187840,Male,0,No,No
3586901704,Male,1,Yes,Yes
7403925149,Female,0,No,No
99945295101,Male,0,No,No
71222764300,Male,0,Yes,No
38722054200,Male,0,Yes,No
21626549621,Female,0,Yes,No
33083344457,Female,0,Yes,Yes
70488789915,Female,0,Yes,Yes
50470205920,Male,0,Yes,Yes
68519537731,Male,1,Yes,Yes
49266329509,Male,0,Yes,No
63427775275,Male,0,No,Yes
25920616571,Male,0,Yes,Yes
81292059206,Male,0,No,No
29411563058,Male,0,Yes,No
29559636316,Female,1,No,No
72629420698,Female,0,Yes,Yes
61549808508,Female,0,Yes,Yes
13313800491,Male,0,No,No
98321122140,Male,0,Yes,Yes
21548158208,Male,0,Yes,No
68687640145,Male,0,Yes,No
91854880624,Female,0,Yes,Yes
44200629836,Male,0,No,No
77873585646,Male,1,Yes,No
64641962359,Male,0,No,Yes
42192622104,Male,0,No,No
32041042907,Female,0,Yes,Yes
48314789119,Female,0,No,No
17972699925,Male,0,Yes,No
94981283164,Female,0,No,No
80036660230,Female,0,Yes,No
53285352,Female,1,Yes,No
86310505203,Female,0,Yes,Yes
43838058259,Female,0,No,No
69299007616,Female,1,No,No
86276332828,Male,0,No,No
38963376109,Female,1,No,No
85186267147,Female,0,Yes,Yes
36841013204,Male,0,Yes,Yes
82339218829,Female,0,No,No
35279187526,Male,0,No,No
6776106533,Male,0,Yes,Yes
92088143190,Male,0,No,No
92797617819,Female,1,Yes,No
15969838411,Female,0,No,No
57202665697,Male,0,No,No
86295912508,Female,0,Yes,Yes
73498992546,Female,0,Yes,Yes
53946074278,Male,0,No,No
99074729649,Female,0,No,No
69417996762,Female,1,Yes,No
8089747426,Male,0,No,No
85994641839,Female,0,No,No
39841673428,Male,0,No,No
